rt,response,accuracy,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,device,referer,mobile,success,stimulus,task,correct_response,correct,value,randomization,block_number,word_used,label,right_concept,right_P,right_Q
6228.0,k,,canvas-keyboard-response,33,352499,0.0-6.0-2.0-0.2-0.2,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,k,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,cer,,,
1065.0, ,,html-keyboard-response,34,353565,0.0-6.0-2.0-0.2-1.2,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
5449.0,l,,canvas-keyboard-response,35,359015,0.0-6.0-2.0-0.3-0.3,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,,,,
2463.0, ,,html-keyboard-response,36,361479,0.0-6.0-2.0-0.3-1.3,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
3052.0,j,,canvas-keyboard-response,37,364532,0.0-6.0-2.0-0.4-0.4,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,k,False,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,,,,
2678.0, ,,html-keyboard-response,38,367211,0.0-6.0-2.0-0.4-1.4,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Incorrect.</b></p>You can see the right answer underlined in the record on the right part of the screen.</p><p>Press any key to continue</p>,,,,,,,,,,,
11450.0,l,,canvas-keyboard-response,39,378662,0.0-6.0-2.0-0.5-0.5,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,,,,
666.0, ,,html-keyboard-response,40,379329,0.0-6.0-2.0-0.5-1.5,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
4213.0,k,,canvas-keyboard-response,41,383543,0.0-6.0-2.0-0.6-0.6,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,k,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,cr,,,
613.0, ,,html-keyboard-response,42,384158,0.0-6.0-2.0-0.6-1.6,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
3568.0,k,,canvas-keyboard-response,43,387726,0.0-6.0-2.0-0.7-0.7,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,k,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,,,,
611.0, ,,html-keyboard-response,44,388338,0.0-6.0-2.0-0.7-1.7,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
2020.0,j,,canvas-keyboard-response,45,390360,0.0-6.0-2.0-0.8-0.8,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,j,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,cr,,,
556.0, ,,html-keyboard-response,46,390916,0.0-6.0-2.0-0.8-1.8,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
903.0,l,,canvas-keyboard-response,47,391820,0.0-6.0-2.0-0.9-0.9,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,cr,,,
498.0, ,,html-keyboard-response,48,392319,0.0-6.0-2.0-0.9-1.9,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
1068.0,l,,canvas-keyboard-response,49,393389,0.0-6.0-2.0-0.10-0.10,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,Q,cr,,,
420.0, ,,html-keyboard-response,50,393809,0.0-6.0-2.0-0.10-1.10,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
17962.0, ,,canvas-keyboard-response,51,411774,0.0-6.0-2.0-1.0,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,,,,,,,,,,,
10187.0,"{""Q_meaning_participants"":""Circles but not red objects""}",[],survey,52,421974,0.0-6.0-2.0-2.0,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,,,,,,,,,draw_circle_and_(blue_or_green),,
6567.0,l,,canvas-keyboard-response,53,428542,0.0-6.0-2.0-0.11-0.11,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
1258.0, ,,html-keyboard-response,54,429801,0.0-6.0-2.0-0.11-1.11,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
2843.0,k,,canvas-keyboard-response,55,432646,0.0-6.0-2.0-0.12-0.12,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,False,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
1462.0, ,,html-keyboard-response,56,434108,0.0-6.0-2.0-0.12-1.12,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Incorrect.</b></p>You can see the right answer underlined in the record on the right part of the screen.</p><p>Press any key to continue</p>,,,,,,,,,,,
3329.0,k,,canvas-keyboard-response,57,437438,0.0-6.0-2.0-0.13-0.13,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,k,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
609.0, ,,html-keyboard-response,58,438048,0.0-6.0-2.0-0.13-1.13,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
648.0,j,,canvas-keyboard-response,59,438698,0.0-6.0-2.0-0.14-0.14,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,j,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
546.0, ,,html-keyboard-response,60,439245,0.0-6.0-2.0-0.14-1.14,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
1218.0,l,,canvas-keyboard-response,61,440465,0.0-6.0-2.0-0.15-0.15,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
542.0, ,,html-keyboard-response,62,441008,0.0-6.0-2.0-0.15-1.15,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
1213.0,k,,canvas-keyboard-response,63,442223,0.0-6.0-2.0-0.16-0.16,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,k,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
609.0, ,,html-keyboard-response,64,442834,0.0-6.0-2.0-0.16-1.16,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
609.0,l,,canvas-keyboard-response,65,443445,0.0-6.0-2.0-0.17-0.17,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
501.0, ,,html-keyboard-response,66,443947,0.0-6.0-2.0-0.17-1.17,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
525.0,j,,canvas-keyboard-response,67,444473,0.0-6.0-2.0-0.18-0.18,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,j,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
526.0, ,,html-keyboard-response,68,445001,0.0-6.0-2.0-0.18-1.18,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
577.0,k,,canvas-keyboard-response,69,445579,0.0-6.0-2.0-0.19-0.19,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,j,False,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
1333.0, ,,html-keyboard-response,70,446913,0.0-6.0-2.0-0.19-1.19,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Incorrect.</b></p>You can see the right answer underlined in the record on the right part of the screen.</p><p>Press any key to continue</p>,,,,,,,,,,,
3818.0,l,,canvas-keyboard-response,71,450732,0.0-6.0-2.0-0.20-0.20,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
498.0, ,,html-keyboard-response,72,451231,0.0-6.0-2.0-0.20-1.20,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
8361.0,k,,canvas-keyboard-response,73,459594,0.0-6.0-2.0-0.21-0.21,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,False,,"[[0,2,1],""draw_circle"",""draw_triangle"",""draw_square"",[""red"",""blue"",""green""],[20,60,100]]",3.0,P,,,,
1120.0, ,,html-keyboard-response,74,460715,0.0-6.0-2.0-0.21-1.21,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Incorrect.</b></p>You can see the right answer underlined in the record on the right part of the screen.</p><p>Press any key to continue</p>,,,,,,,,,,,
46500.0, ,,canvas-keyboard-response,75,507216,0.0-6.0-2.0-1.1,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,,,,,,,,,,,
14200.0,"{""P_meaning_participants"":""Big objects but not triangles and preferably green""}",[],survey,76,521429,0.0-6.0-2.0-2.1,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,,,,,,,,,not_20,,
,,,call-function,77,521432,0.0-6.0-0.1,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,,,,,,,,,,,
20301.0,j,,html-keyboard-response,78,541734,0.0-6.0-1.1,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,"<h3>Task 3 of 5</h3><p>In the next task, you will learn the meaning of two concepts, which will be associated with <em>p</em> and <em>q</em>. During the experiment, you will be shown sets of three objects. The same sets of three objects were shown to another participant. That participant was informed about the meaning of the words associated with <em>p</em> and <em>q</em>, unlike you. That participant sent you a message (either <em>p</em> or <em>q</em>) for each set of objects. You will first see all objects associated a message and then all objects associated with the other one. The aim of the participant who sent the messages to you is to have you pick a certain object out of the three displayed ones, for each set of objects. Your task is in fact not only to learn the meaning of the two concepts, but also to select the object that the other participant wanted you to return.</p><p>Of course, in the first couple of trials you will have no idea about the meaning of the concepts in question. That should however change later on. As a help, you will see the record of the trials that you already completed on the right part of the screen. This means that you will see all sets of three objects that were shown to you before, with the one that you were supposed to pick underlined. There is no time limit to complete the task, so please focus on being as accurate as possible in returning the object that the other participant wanted you to return, and look at the right part of the screen for help in solving the task.</p><p> We suggest to keep three fingers on the <em>j</em>, <em>k</em> and <em>l</em> keys, which are the keys that you will need to use to indicate which object you select.</p>",,,,,,,,,,,
3386.0,l,,canvas-keyboard-response,79,545122,0.0-6.0-2.1-0.22-0.22,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[1,2,0],""draw_triangle"",""draw_circle"",""draw_square"",[""green"",""blue"",""red""],[100,60,20]]",4.0,P,,,,
1460.0, ,,html-keyboard-response,80,546583,0.0-6.0-2.1-0.22-1.22,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
3587.0,j,,canvas-keyboard-response,81,550171,0.0-6.0-2.1-0.23-0.23,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,j,True,,"[[1,2,0],""draw_triangle"",""draw_circle"",""draw_square"",[""green"",""blue"",""red""],[100,60,20]]",4.0,P,,,,
908.0, ,,html-keyboard-response,82,551080,0.0-6.0-2.1-0.23-1.23,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
895.0,j,,canvas-keyboard-response,83,551977,0.0-6.0-2.1-0.24-0.24,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,j,True,,"[[1,2,0],""draw_triangle"",""draw_circle"",""draw_square"",[""green"",""blue"",""red""],[100,60,20]]",4.0,P,,,,
547.0, ,,html-keyboard-response,84,552525,0.0-6.0-2.1-0.24-1.24,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
1927.0,k,,canvas-keyboard-response,85,554454,0.0-6.0-2.1-0.25-0.25,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,k,True,,"[[1,2,0],""draw_triangle"",""draw_circle"",""draw_square"",[""green"",""blue"",""red""],[100,60,20]]",4.0,P,cr,,,
1194.0, ,,html-keyboard-response,86,555650,0.0-6.0-2.1-0.25-1.25,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
899.0,l,,canvas-keyboard-response,87,556551,0.0-6.0-2.1-0.26-0.26,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,,listener_LOT_only,l,True,,"[[1,2,0],""draw_triangle"",""draw_circle"",""draw_square"",[""green"",""blue"",""red""],[100,60,20]]",4.0,P,cr,,,
625.0, ,,html-keyboard-response,88,557178,0.0-6.0-2.1-0.26-1.26,14,1,2024-03-26 11:54:44,8dc0f95afc5e1bb424f9b02304a59b81,WebKit,,,,<p><b>Correct!</b></p>You returned the object that the other participant wanted you to return.</p><p>Press any key to continue</p>,,,,,,,,,,,
